Probe_Set_ID,DHF_102,DHF_111,DF_121,DHF_125,DHF_128,DF_129,DHF_145,DF_164,DHF_165,DF_171,ND_195,ND_199,DHF_206,ND_216,DHF_235,ND_237,ND_239,DF_243,ND_251,ND_269,DHF_277,DHF_307,DF_310,ND_317,DF_330,DF_331
201672_s_at,7.665144062,7.657471811,7.226354454,8.511698121,8.093217821,7.796099109,7.764550751,7.516868464,7.428689637,7.530962711,7.806737072,8.128880142,7.841374993,7.257778147,7.789661584,7.304717675,7.436204688,7.641132279,7.004246579,7.241079709,7.482006305,7.418720893,7.352248774,6.87842945,7.040361244,7.165338904
201676_x_at,8.17323702,8.182754885,7.707062655,8.381442194,8.048021216,7.972155623,8.083760614,7.926602599,7.801882198,8.213652703,7.976286296,8.558469483,8.456742305,8.314832179,8.24443914,8.111448044,7.93293629,8.106966766,6.931569457,7.905552262,8.112347891,8.100040044,7.909379314,7.649740242,7.573685413,7.606039244
201690_s_at,7.269756016,6.966590065,5.740757077,7.953318347,7.56812097,6.441424895,7.659642955,6.232251534,7.201320015,7.284477918,6.687233288,6.393757964,7.620508989,6.681607219,7.247294237,6.741936794,7.209414218,7.165802546,6.441743671,6.758442876,7.722013285,7.400315094,7.293833673,6.595507253,5.923185706,6.20576915
201694_s_at,5.736572297,4.901564199,7.033682836,4.060443011,5.709433146,6.178566327,6.222179364,7.19142933,5.847305451,5.831295795,7.543644041,6.181051315,5.682558838,6.591262125,5.875492371,6.601230119,7.262909067,7.077666816,7.166111522,8.062621869,5.714722415,6.241444752,5.813234608,7.635883428,7.74979649,6.996223927
201698_s_at,8.185489567,8.019777255,7.38287082,7.465140009,7.022957209,7.988882253,8.049235468,7.584976309,7.399398083,7.962067309,7.705442639,7.012115294,8.362385629,7.512672158,7.918446686,7.021173246,7.65860517,8.06758809,6.691090694,7.294988525,8.252550333,7.98766034,7.846863696,7.941402289,7.704631645,7.60150228
201700_at,7.77346825,7.836369761,8.103887426,6.891930729,7.133615138,7.665378479,7.197809536,7.519204216,7.420159656,7.819796997,7.227154018,7.200947145,7.620607043,7.595236438,7.778002072,7.432306277,7.509116064,7.60339934,7.598499575,7.876220917,7.393324631,7.617218624,7.634820678,7.55888183,7.699615932,8.148301064
201720_s_at,7.907173187,7.82300547,8.084284941,7.923601711,7.295124303,7.681052854,7.979578593,7.969634425,7.522670611,7.825924246,8.364764362,7.685381466,7.972431533,8.279900004,7.967696037,8.093981541,7.881710963,7.768448731,7.783765536,8.047189562,7.801636789,7.92240608,8.083513777,8.101010858,8.082062375,8.057694195
201721_s_at,9.006300674,9.038044391,9.481443266,8.765910918,8.24417639,9.016549291,8.630468304,9.233236249,8.485145093,8.90780182,9.700495832,8.907084319,8.98602113,9.083279429,8.688976078,9.261033486,8.672075032,8.899294137,9.167422432,9.379855273,8.835545099,8.980285492,8.957497634,9.074795525,9.080687164,8.948040105
201736_s_at,7.895547733,7.785429915,7.448333861,7.883973919,7.793174347,7.251912198,7.617120238,7.632401127,7.293493757,7.465769786,8.494026913,7.344654453,7.759443488,7.336415945,7.398786275,7.725241734,7.317345202,7.28673951,6.828603841,7.02464903,7.940441418,7.628274406,7.400009517,7.462789157,6.960632319,7.721880386
201739_at,7.999913451,7.59578941,7.80832305,6.604079317,6.339300542,6.948225212,8.118713627,8.868328822,7.254460692,7.304717675,9.380597782,7.634530641,8.380181464,8.722449719,7.662984842,7.198931241,7.748157994,7.846629083,7.869439938,8.110607456,8.599123348,7.790613315,6.956069139,8.770019809,8.42481471,7.927107887
201743_at,7.10709782,7.401963597,8.436200032,5.102302483,7.003974137,7.13616494,7.811932943,8.593950508,8.142092386,7.478791321,7.372871987,7.695667036,7.735389645,8.902822872,8.159746521,8.114504226,8.315615418,7.765738702,8.0272154,9.376972829,7.618152813,7.96738416,7.848192133,8.198969434,8.733449077,7.848387342
201753_s_at,8.592411975,8.65999399,8.566249987,8.660947155,8.880891414,8.616531611,8.404606631,8.388268315,8.436004828,8.62412647,8.654447645,8.875147317,8.621535189,8.639003662,8.568817431,9.016840571,8.652388199,8.71941541,8.482643154,8.824045338,8.764662459,8.679380066,8.649045675,8.667370273,8.756918502,8.769211816
201754_at,8.258189275,8.145694633,7.27883596,7.853837796,7.570391704,8.090463588,8.066741178,7.646258161,7.60230148,7.917900586,7.652878021,7.933510095,8.17224917,7.927901394,8.03935092,7.651072623,7.742879338,8.015029941,7.565016181,7.506097152,8.106936623,7.867948057,7.585991847,7.729647415,7.473069088,7.616332797
201757_at,8.331152728,8.433267956,7.723872022,8.478826513,8.235334132,8.249784224,8.159174488,7.926060936,7.835183755,7.809419564,7.87951856,7.827240902,8.313386473,8.135903489,8.323972454,8.163940955,7.979920918,8.241992896,7.512125889,8.070124533,8.07766445,7.959660233,7.937981655,7.768110379,7.672525203,7.84990867
201761_at,7.690606043,8.097304563,7.871768939,7.863343644,7.680822083,8.027541803,7.767644957,7.791894651,7.60946569,8.078378104,6.994024714,7.769505344,8.179340002,7.738183065,7.959869774,6.512784908,7.383803105,7.936016632,7.33374171,7.656479067,7.668420911,7.700476264,7.894728121,6.74535399,7.763743837,7.540621529
201762_s_at,8.378252911,8.619876126,8.766955304,9.048820943,8.716961662,8.85064659,8.674008888,9.186068171,8.575990262,8.717272803,7.90359629,9.191993085,9.06844265,8.865579882,8.838609802,7.930925372,8.594320885,8.653558066,8.804310104,8.815726179,8.507324657,8.321056646,8.57241974,7.826682532,9.092018441,8.480425467
201769_at,7.822965427,7.599301178,7.170427188,7.654917048,7.843534863,7.608622583,7.898002543,7.472784957,7.55929891,7.888334501,7.505932222,7.168117541,8.094836216,7.572091378,7.811487482,7.251841314,7.636655629,7.84885569,6.974946529,7.147795278,7.985688556,7.902820222,7.906584064,7.615150473,7.156410619,7.38671865
201784_s_at,8.127079643,8.236473492,7.729031787,8.406842468,8.136635307,8.357000965,7.937374696,7.637041506,7.783765536,7.998066543,7.727799393,8.090524876,8.254060632,8.128467199,7.847957831,7.953880579,7.840155553,8.180712955,7.754181331,8.165534218,8.239170979,8.144243675,8.006000834,7.738095889,7.991761415,8.127345494
201786_s_at,8.594357916,8.592968344,9.084300845,8.586178063,8.43468077,8.506961021,8.357845698,8.679652119,8.52182246,8.923950797,8.082896417,8.344695225,8.475516665,8.208709593,8.375813942,8.064479231,8.367602101,8.548614336,9.101105695,9.199026612,8.381923145,8.441909143,8.840435439,8.15288922,8.880446451,8.780864294
201795_at,8.779680525,8.838392242,8.683961081,8.579059395,8.649098262,8.952230047,8.442210991,8.545858391,8.449192685,8.968052227,8.313263859,8.294999189,8.904602945,8.685060791,8.662539512,7.967522784,8.609754141,9.062385459,8.448164605,8.499232866,8.896245876,8.872669417,8.773802466,8.503297086,8.704585205,8.489883658
201798_s_at,5.543613723,6.31010008,7.640603826,5.234312037,6.653636923,5.99918467,6.214608098,8.175857146,7.079521322,7.156956365,5.807241183,6.578695502,6.68972364,6.944087208,7.35410638,5.310739887,6.621538799,6.401087665,7.042548375,7.344783652,5.981414211,6.249589067,7.340705844,6.106800146,7.750614733,6.421622268
201812_s_at,7.752464076,7.669821995,7.522183875,7.704406253,7.894019734,7.84282851,7.346332739,7.76416861,7.257002707,7.329159351,7.822604973,8.057409164,7.484312462,7.625790175,7.713873938,8.543211754,7.614213474,7.746905754,8.514930634,8.1250687,7.547607162,7.470565958,7.498814361,7.93648144,7.810960771,7.463764571
201832_s_at,6.74605954,6.938381473,6.686360198,7.354618216,7.570391704,7.203331114,7.478734826,6.675949317,7.452170406,7.657377306,6.450628388,6.7682633,7.596994835,7.053326402,7.373311533,6.67355078,7.422612764,7.668420911,6.021508668,6.875025454,7.728195685,7.534495527,7.677539374,7.027137036,6.966307166,6.716231511
201844_s_at,6.956831117,7.295667228,7.646926898,7.764508298,6.533207274,6.089724916,7.069363794,6.574796862,6.895986295,6.647169432,8.294149635,7.147873935,7.028290081,7.471932078,7.200723356,8.021518871,5.98670323,6.436631022,7.057381453,7.014814351,6.821761566,6.953206542,6.870572488,6.844069727,6.726952568,7.170888479
201847_at,7.044294643,6.937119888,7.175260154,6.535531505,6.590026285,6.902943722,7.010131346,7.841964511,6.989611725,7.410044572,7.306934002,6.997504571,7.541630048,8.05807411,7.155864576,7.215092909,7.296752194,7.903559348,7.331518615,8.380571314,7.182124122,7.573017256,6.936148353,7.893086881,7.178316625,7.172040774
201853_s_at,7.846355298,7.888034381,6.829253051,7.672432111,7.358894591,8.239355834,7.66711146,6.633318433,7.182124122,7.831498174,7.496985346,7.429817535,7.767348667,7.278007631,7.577121931,7.136244517,7.597897951,8.051659557,6.749696974,7.008143453,7.806940543,7.821963845,7.672478658,7.490082624,7.275103065,7.614706741
201858_s_at,7.817786461,7.370356578,7.77548582,7.049688775,7.102005407,7.398541447,7.957352378,8.136635307,8.197703924,8.016383903,7.949761942,7.318473233,7.802372835,8.840131398,7.750485581,8.008398837,7.960847052,7.905625998,6.213807778,8.13499529,8.29367457,7.848738623,8.091933456,8.090769989,7.924253271,7.914581172
201859_at,9.007563015,8.933585051,9.207065014,9.007465026,9.050922512,9.061608318,8.657233356,9.296499719,8.75139537,9.000199419,9.346958247,8.859917273,9.038151308,9.206834233,8.613575524,9.234388875,8.662245463,8.931895505,9.419896025,9.280099616,9.141365357,8.729898453,8.898474891,8.928786152,9.240549448,9.117983826
201861_s_at,8.082340466,7.600752448,8.218921917,7.511141852,7.652308248,7.808769923,7.252337399,8.197566272,8.173378062,7.964051402,7.92363792,7.480597496,7.520234556,7.81452079,7.545125444,7.794081526,7.583298414,7.639497977,7.616234324,6.754254388,7.646114802,7.648406082,7.508677515,7.705037224,7.821803498,7.957072276
201865_x_at,8.029432841,8.128113113,7.908681234,7.267455642,7.725462479,7.656147934,7.942610963,8.034857838,7.777918299,7.917390624,8.296571458,7.660397031,7.625302346,8.11294734,7.686345941,8.301596094,8.044433768,7.663031831,7.697711515,8.078688229,7.618251098,7.795070239,7.996687534,8.10397813,8.073652314,8.123172347
201890_at,8.831784929,9.104435264,7.657377306,9.522410132,9.085207895,9.244471231,8.717894795,6.454254722,8.433789843,9.113036206,7.71815202,8.787434046,9.303129194,8.602875352,8.710355771,6.555499129,8.46903183,9.123256265,7.361756551,7.511469972,9.025142683,8.937060751,8.873159885,6.793578234,7.52131798,7.575328208
201891_s_at,9.529768174,9.651661565,9.754053233,9.932021558,9.705231717,9.673520776,9.019421968,9.841287628,9.112551122,9.654218175,9.827863817,9.538694028,9.564477097,9.50551431,9.072204107,9.937744041,9.118214118,9.527221959,10.24411543,9.898816661,9.510785647,9.457255136,9.479726082,9.282930765,9.779470752,9.490574779
201892_s_at,7.646783635,7.789288921,6.425679069,8.490397369,7.616234324,7.908717987,7.748977578,7.346913028,7.034123578,7.326268226,7.024471079,8.147896065,7.841217729,7.028910401,7.7419679,7.563771561,7.634337236,7.837988363,6.730779409,7.205709413,7.28954226,7.614114791,7.109716051,7.535350091,7.031034295,6.50323972
201894_s_at,7.518281431,7.357301066,6.46987028,7.128014675,6.769871572,6.801394263,7.391106926,6.466455718,6.832384972,7.481555702,7.185159717,6.183117431,7.769589825,7.243155513,7.151250327,6.171491807,6.969508675,7.404096509,6.410668181,6.485550847,7.961230722,7.487733761,7.292677486,7.052980531,6.415260612,6.595780514
201903_at,7.989560449,8.06758809,7.980057815,8.095659675,7.20362871,8.04961861,7.775275846,7.779048645,7.740446987,8.03482544,7.530587286,7.727182625,8.173885647,7.856939054,7.777373603,6.976814815,7.451183611,8.062180632,6.392921634,7.763573877,7.551239415,7.873864218,7.328240354,7.278421882,7.693937326,7.003974137
201921_at,7.093072345,7.207044724,7.419380583,6.871195024,7.488293515,6.746294613,6.771133401,8.208110415,6.98258442,6.853193491,7.265989007,7.373813636,6.986289157,7.243370005,7.362835608,7.315750517,7.128255339,6.942349924,7.610902294,8.116387213,7.164410973,6.787506706,7.131378715,6.807382305,7.335633982,7.319599994
201922_at,8.343601419,8.255932318,7.509116064,7.907246803,7.670055318,7.852244665,7.967037515,7.762681115,7.663407665,8.236235129,7.970533115,8.361638193,8.080299334,8.332741367,8.029041885,8.216250248,8.040092437,7.983133058,7.563875339,7.974980094,7.851427688,8.377103195,7.827719256,8.036993761,7.775275846,7.717751726
201923_at,7.01499403,7.233166568,6.641834698,8.444428931,8.116387213,7.000152128,7.822003927,6.746177083,7.323698631,7.558151522,7.013825543,6.950718978,7.988916174,7.137278437,7.395905754,6.745941983,7.129057135,7.278490907,6.13686275,7.104883343,8.090678078,6.99713884,7.684646003,6.027072975,6.926773285,6.407209965
201930_at,8.227028039,8.428624238,6.903546434,8.815755855,8.30144721,8.559121773,8.153953892,6.731376032,7.670615072,7.882352654,7.263749992,8.598570393,8.379837352,7.678233802,8.144156551,6.938284484,7.635062311,8.462420166,6.807934944,7.245084291,7.858949727,7.86407409,7.439911773,6.298213682,7.130178571,7.274895273
201947_s_at,8.237532197,8.424419791,7.392277994,8.820123418,8.580468415,8.477641223,8.233821815,7.974876901,8.021026269,8.3273877,7.859799181,8.61868423,8.639428523,8.019810143,8.353826844,8.178807125,8.215763722,8.443309809,6.793241892,8.111568071,8.270345913,8.250489525,8.13191299,7.752678895,8.105307516,7.739620379
201954_at,8.064699367,8.033496235,8.079122244,7.675592405,7.40367029,8.200260802,7.982382205,8.244255222,7.792431497,8.116088563,7.986368921,8.06397588,8.013541771,8.391629968,8.112917376,7.777247861,7.919647057,8.122549322,7.453967351,8.261733039,7.923565501,7.834906818,7.878344784,7.959625305,8.42156296,7.878572074
201959_s_at,7.557264003,7.59604066,8.066615648,8.076422098,8.411099073,7.579729894,7.615544736,7.955635519,8.129970671,7.693299309,7.192106811,7.821081621,7.337457611,7.734733807,7.636076535,8.177206787,8.031320309,7.500363634,8.070124533,7.291656209,7.550187945,7.644536497,7.641516432,7.689737173,8.015228196,7.596844236
201960_s_at,7.629295534,7.506646724,8.121599203,8.00653422,8.347021525,7.504281421,7.489132559,8.010326388,8.011686729,7.582076355,7.681468107,7.924398005,7.390428311,7.906694551,7.6178579,8.106936623,7.892638802,7.549609165,8.528370492,7.527148271,7.691108727,7.67971364,7.778713861,7.66547223,7.589538129,7.875879159
201963_at,6.881924519,7.212663132,8.355450431,6.466766615,7.452228422,6.151029117,7.299121463,8.857301666,7.437029673,7.277800442,7.54051531,7.407257029,7.702330252,8.062684887,7.936588673,6.702819947,7.434493621,7.094649698,7.190299174,8.219514654,7.622468237,6.690593799,7.455009259,6.785587645,7.848933726,7.659454346
201972_at,7.88641969,8.296371941,8.279849291,8.262300942,8.209662091,8.295423696,7.889496616,8.572135819,7.970049305,8.356225999,7.683035289,8.512080142,8.336965441,8.261397308,8.267474632,7.982894211,8.055379929,8.484070647,8.279544954,8.566249987,8.211835827,8.366509827,8.010525578,8.020303345,8.389132521,7.614558786
201991_s_at,7.565741494,7.754052639,7.89498898,8.134614187,8.107539323,7.461697862,7.477491115,7.829073353,7.651072623,7.474545271,7.881975239,7.811689989,7.60544214,7.529836011,7.388018597,7.93167994,7.517575197,7.51594352,7.670894831,6.5832709,7.496485943,7.41655886,7.460950499,7.493818237,8.001522516,8.074337694
201993_x_at,8.39647084,8.479055092,7.911067388,8.53448286,8.545547385,8.159946656,8.040350227,8.10512634,7.855467156,8.205573555,8.093828843,8.294524527,8.442297217,8.453465009,8.230310799,8.447264168,8.169393036,8.223197899,7.687263625,8.083791465,8.277030635,8.315419666,8.347685189,8.203468262,8.290242402,8.28878581
201994_at,8.725572283,8.829562998,8.579792333,8.879555929,8.712167694,8.792200275,8.553505834,8.482187582,8.377448249,8.895561132,8.990628426,8.333078027,9.04018056,8.429607104,8.491526605,8.024141996,8.40027728,8.859590696,8.842532255,8.423519672,8.929276352,8.75438165,8.773910774,8.419712658,8.684553383,8.780172651
201999_s_at,8.140694477,8.101950438,8.336510291,7.341743054,7.484874133,7.397316407,7.703639537,8.077695489,7.986096831,7.933725188,7.345429396,7.560392916,7.302765929,7.496485943,7.753022508,8.061455321,7.705892907,7.604047509,7.635303886,8.133293861,7.442434139,7.502241673,8.160032415,7.699706529,8.031255283,8.424836645
202001_s_at,8.107569448,8.056712079,8.12281638,8.981581082,8.085363574,8.433920272,7.820720487,8.175322409,7.362074041,7.742792571,7.602251549,8.675853687,8.170977643,8.160175332,7.8752333,7.904113334,7.86679894,7.948349961,8.70783008,8.056426768,8.07688816,7.958262169,7.721570219,7.815812206,8.206037763,8.480300965
202021_x_at,9.155694094,9.062350674,8.841274693,8.255646593,8.595468184,8.844725586,8.69391577,9.463663892,8.632626803,8.787922372,9.634391682,8.935377072,9.070480425,9.02681409,8.868272509,9.221033002,8.843167662,8.839030283,8.499721446,8.721096837,8.954001916,8.829021386,8.888742955,9.108407309,9.04170868,9.066435359
202028_s_at,6.512933331,6.406384814,6.841508633,7.795317264,7.603149932,7.09845828,6.538573883,7.210596863,6.332391134,6.480811139,7.171195887,7.284409305,6.053734873,6.422109954,5.714062784,7.283997528,6.777646594,6.717562828,7.860570786,7.476585625,6.49783024,6.209997486,6.386205692,6.351583553,6.776050788,6.538139824
202029_x_at,9.129780864,9.171121259,8.988271243,9.44387772,9.020885433,9.142832112,8.684434951,9.319777567,8.639251519,9.044604509,9.336884913,9.254472083,9.056349679,9.050770032,8.727502738,9.605728208,8.814776089,9.038768826,9.78416333,9.388084803,8.934151993,8.995921153,8.886588882,9.002307083,9.095389572,8.886505941
202074_s_at,7.218909708,7.29451316,7.039572704,7.858099551,7.419620362,7.818309589,7.414151106,6.77250813,6.895176497,7.004155773,7.225335902,8.290392963,7.089993499,7.279732543,7.354810087,7.596342077,7.40324389,7.290906609,7.376132586,7.5895887,6.981098673,6.778671126,7.108489609,6.941093339,7.531391597,7.702827079
202077_at,7.893907838,8.141481041,7.555905094,8.021354697,7.458359153,8.087209955,8.097030603,7.743659911,7.320990124,7.671314324,7.77950879,7.709083992,8.284428505,7.629635678,7.756922819,7.862189221,7.35436233,7.628760788,7.804047364,7.831934812,8.010326388,7.517901213,7.797866293,7.505327245,7.644775794,7.397009913
202081_at,8.187243636,7.985212026,8.091688628,7.24158116,7.255591274,7.862805079,7.997864855,8.313116703,8.018921766,8.287075376,8.748400146,7.815771874,8.245463205,8.226573475,7.907541213,7.980810415,8.171429927,8.149023868,7.759955389,8.478473153,8.405948733,8.339046906,8.055982788,8.803619476,8.752913325,8.364391601
